 ,Area1,BX1,BY1,Width1,Height1,%Area1
1,212077,309,0,300,980,92.494
2,212077,309,0,300,980,69.243
3,212077,309,0,300,980,56.425
4,212077,309,0,300,980,35.608
5,212077,309,0,300,980,22.086
6,212077,309,0,300,980,16.710
7,212077,309,0,300,980,5.672
8,212077,309,0,300,980,2.291
9,212077,309,0,300,980,1.557
10,212077,309,0,300,980,1.646
11,212077,309,0,300,980,0.070
12,212077,309,0,300,980,0.649
